"parent_url","image","address","link","Searchresult number","Searchresult number_link","street","street link","suburb","suburb link","Opentime","Opentime link","energy rating","energy rating link","Value numbers","Value numbers_link","rent","rent link","type of property","type of property link","contact","contact link","agency","agency link","agency image","Searchagent image_alt","Searchagent image_link"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=2","https://f24d4103471155a17e14-26f63f3ba1f522f7351b080077c818c0.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/13/3390de435e4af2012768c3b5528c2e13_m.jpg","21/43 Blackall Street Barton ACT 2600","https://www.allhomes.com.au/ah/act/rent-residential/21-43-blackall-street-barton-canberra/1317342774811","14","https://www.allhomes.com.au/ah/act/rent-residential/21-43-blackall-street-barton-canberra/1317342774811","21/43 Blackall Street","https://www.allhomes.com.au/ah/act/rent-residential/21-43-blackall-street-barton-canberra/1317342774811","Barton, ACT 2600","https://www.allhomes.com.au/ah/act/rent-residential/21-43-blackall-street-barton-canberra/1317342774811","","","","","2; 2; 2","https://www.allhomes.com.au/ah/act/rent-residential/21-43-blackall-street-barton-canberra/1317342774811; https://www.allhomes.com.au/ah/act/rent-residential/21-43-blackall-street-barton-canberra/1317342774811; https://www.allhomes.com.au/ah/act/rent-residential/21-43-blackall-street-barton-canberra/1317342774811","$620 per week","https://www.allhomes.com.au/ah/act/rent-residential/21-43-blackall-street-barton-canberra/1317342774811","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/21-43-blackall-street-barton-canberra/1317342774811","Jessica Campbell","https://www.allhomes.com.au/ah/act/rent-residential/21-43-blackall-street-barton-canberra/1317342774811","Maloney's Property","https://www.allhomes.com.au/ah/act/rent-residential/21-43-blackall-street-barton-canberra/1317342774811","https://ed841069b0385b0fd50d-06faeb7ab551d9e5a3ce05d4c84a4317.ssl.cf4.rackcdn.com/ahda/agent/logo/c0bc6f40eaeec637ccb31268301b2f1a_agency_t.png","Maloney's Property","https://www.allhomes.com.au/ah/act/rent-residential/21-43-blackall-street-barton-canberra/1317342774811"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=2","https://f4a078d8fb0a2544218d-f2e14eb451d8c65de7530929880a3ac6.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/13/a8b6d1da109e0c607a9adee722019296_m.jpg","6 Bonrook Street Hawker ACT 2614","https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211","15","https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211","6 Bonrook Street","https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211","Hawker, ACT 2614","https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211","Thu Feb 16, 12:30pm-12:45pm","https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211","","","3; 1; 1; 2","https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211; https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211; https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211; https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211","$450 per week","https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211","House","https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211","Kara Mallon","https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211","Hodgkinson Real Estate","https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211","https://2d2c2979fd8212d206fa-e2ed1b6d1653a290626e13e0a22a2695.ssl.cf4.rackcdn.com/ahda/agent/logo/053198275fb2651480950c8f7807e4cf_agency_t.gif","Hodgkinson Real Estate","https://www.allhomes.com.au/ah/act/rent-residential/6-bonrook-street-hawker-canberra/1317342861211"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=2","https://dcd476807c06be6efd14-3f2270163888b8193decab3f98c5cf4c.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/13/e8563e3c82cc8dbbf7e9f02de31e1e96_m.jpg","9 Carpenter Close Calwell ACT 2905","https://www.allhomes.com.au/ah/act/rent-residential/9-carpenter-close-calwell-canberra/1317342829411","14","https://www.allhomes.com.au/ah/act/rent-residential/9-carpenter-close-calwell-canberra/1317342829411","9 Carpenter Close","https://www.allhomes.com.au/ah/act/rent-residential/9-carpenter-close-calwell-canberra/1317342829411","Calwell, ACT 2905","https://www.allhomes.com.au/ah/act/rent-residential/9-carpenter-close-calwell-canberra/1317342829411","","","0.0","https://www.allhomes.com.au/ah/act/rent-residential/9-carpenter-close-calwell-canberra/1317342829411","3; 1; 2","https://www.allhomes.com.au/ah/act/rent-residential/9-carpenter-close-calwell-canberra/1317342829411; https://www.allhomes.com.au/ah/act/rent-residential/9-carpenter-close-calwell-canberra/1317342829411; https://www.allhomes.com.au/ah/act/rent-residential/9-carpenter-close-calwell-canberra/1317342829411","$430 per week","https://www.allhomes.com.au/ah/act/rent-residential/9-carpenter-close-calwell-canberra/1317342829411","House","https://www.allhomes.com.au/ah/act/rent-residential/9-carpenter-close-calwell-canberra/1317342829411","Contact our friendly Reception staff & Ray White Queanbeyan","https://www.allhomes.com.au/ah/act/rent-residential/9-carpenter-close-calwell-canberra/1317342829411","Ray White Queanbeyan/Jerrabomberra","https://www.allhomes.com.au/ah/act/rent-residential/9-carpenter-close-calwell-canberra/1317342829411","https://0164b20b6106470929d6-4d58fa518f6d5fdd6c47eaba77f61ae2.ssl.cf4.rackcdn.com/ahda/agent/logo/13331bd94f00832511968ba5e51d70d7_agency_t.png","Ray White Queanbeyan/Jerrabomberra","https://www.allhomes.com.au/ah/act/rent-residential/9-carpenter-close-calwell-canberra/1317342829411"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=3","https://af7c99d3d68ac7c49ceb-86a86923a0d3a601a8260e746ceafc0b.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/13/ec9d4cc009db40ba33c77ca1003d6064_m.jpg","28 Howie Court Belconnen ACT 2617","https://www.allhomes.com.au/ah/act/rent-residential/28-howie-court-belconnen-canberra/1317342831711","10","https://www.allhomes.com.au/ah/act/rent-residential/28-howie-court-belconnen-canberra/1317342831711","28 Howie Court","https://www.allhomes.com.au/ah/act/rent-residential/28-howie-court-belconnen-canberra/1317342831711","Belconnen, ACT 2617","https://www.allhomes.com.au/ah/act/rent-residential/28-howie-court-belconnen-canberra/1317342831711","","","0.0","https://www.allhomes.com.au/ah/act/rent-residential/28-howie-court-belconnen-canberra/1317342831711","2; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/28-howie-court-belconnen-canberra/1317342831711; https://www.allhomes.com.au/ah/act/rent-residential/28-howie-court-belconnen-canberra/1317342831711; https://www.allhomes.com.au/ah/act/rent-residential/28-howie-court-belconnen-canberra/1317342831711","$345 per week","https://www.allhomes.com.au/ah/act/rent-residential/28-howie-court-belconnen-canberra/1317342831711","House","https://www.allhomes.com.au/ah/act/rent-residential/28-howie-court-belconnen-canberra/1317342831711","Leasing Consultant","https://www.allhomes.com.au/ah/act/rent-residential/28-howie-court-belconnen-canberra/1317342831711","Ray White Belconnen","https://www.allhomes.com.au/ah/act/rent-residential/28-howie-court-belconnen-canberra/1317342831711","https://0164b20b6106470929d6-4d58fa518f6d5fdd6c47eaba77f61ae2.ssl.cf4.rackcdn.com/ahda/agent/logo/13331bd94f00832511968ba5e51d70d7_agency_t.png","Ray White Belconnen","https://www.allhomes.com.au/ah/act/rent-residential/28-howie-court-belconnen-canberra/1317342831711"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=3","https://437e054d2ba4f9287c08-af8d221b7ce1d14353f9e0492d5dc642.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/13/a505cb314fcf8870230c200a0648c749_m.jpg","24 Longworth Place Holt ACT 2615","https://www.allhomes.com.au/ah/act/rent-residential/24-longworth-place-holt-canberra/1317342858211","13","https://www.allhomes.com.au/ah/act/rent-residential/24-longworth-place-holt-canberra/1317342858211","24 Longworth Place","https://www.allhomes.com.au/ah/act/rent-residential/24-longworth-place-holt-canberra/1317342858211","Holt, ACT 2615","https://www.allhomes.com.au/ah/act/rent-residential/24-longworth-place-holt-canberra/1317342858211","","","0.0","https://www.allhomes.com.au/ah/act/rent-residential/24-longworth-place-holt-canberra/1317342858211","3; 2; 1","https://www.allhomes.com.au/ah/act/rent-residential/24-longworth-place-holt-canberra/1317342858211; https://www.allhomes.com.au/ah/act/rent-residential/24-longworth-place-holt-canberra/1317342858211; https://www.allhomes.com.au/ah/act/rent-residential/24-longworth-place-holt-canberra/1317342858211","$500 per week","https://www.allhomes.com.au/ah/act/rent-residential/24-longworth-place-holt-canberra/1317342858211","House","https://www.allhomes.com.au/ah/act/rent-residential/24-longworth-place-holt-canberra/1317342858211","Leasing Consultant","https://www.allhomes.com.au/ah/act/rent-residential/24-longworth-place-holt-canberra/1317342858211","Ray White Belconnen","https://www.allhomes.com.au/ah/act/rent-residential/24-longworth-place-holt-canberra/1317342858211","https://0164b20b6106470929d6-4d58fa518f6d5fdd6c47eaba77f61ae2.ssl.cf4.rackcdn.com/ahda/agent/logo/13331bd94f00832511968ba5e51d70d7_agency_t.png","Ray White Belconnen","https://www.allhomes.com.au/ah/act/rent-residential/24-longworth-place-holt-canberra/1317342858211"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=3","https://9d884811215c762440a9-0ec8e638c2254b1659fc15d816a617b1.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/01/62d7d55b7f34001abf89f691059ea06c_m.jpg","13 Landsborough Street Griffith ACT 2603","https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611","17","https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611","13 Landsborough Street","https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611","Griffith, ACT 2603","https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611","Thu Feb 16, 5:00pm-5:30pm","https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611","","","5; 1; 1; 3","https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611; https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611; https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611; https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611","$600 per week","https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611","House","https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611","ParkTrent Properties Group","https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611","ParkTrent Properties Group","https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611","https://731c50e65e25125632e7-96c7b65f65a4a5cf03117f50e3169a22.ssl.cf4.rackcdn.com/ahda/agent/logo/1fa5e4c44e4de4ba0f329eccca15a39f_agency_t.png","ParkTrent Properties Group","https://www.allhomes.com.au/ah/act/rent-residential/13-landsborough-street-griffith-canberra/1317337291611"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=3","https://e2a1e30cd8ad03d75b39-5a0d2fdfed31846b20610db7bbf75d0e.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/13/32ce74be1a1a513b7df8339915c8689a_m.jpg","26 Liffey Circuit Kaleen ACT 2617","https://www.allhomes.com.au/ah/act/rent-residential/26-liffey-circuit-kaleen-canberra/1317342175911","19","https://www.allhomes.com.au/ah/act/rent-residential/26-liffey-circuit-kaleen-canberra/1317342175911","26 Liffey Circuit","https://www.allhomes.com.au/ah/act/rent-residential/26-liffey-circuit-kaleen-canberra/1317342175911","Kaleen, ACT 2617","https://www.allhomes.com.au/ah/act/rent-residential/26-liffey-circuit-kaleen-canberra/1317342175911","","","3.0","https://www.allhomes.com.au/ah/act/rent-residential/26-liffey-circuit-kaleen-canberra/1317342175911","3; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/26-liffey-circuit-kaleen-canberra/1317342175911; https://www.allhomes.com.au/ah/act/rent-residential/26-liffey-circuit-kaleen-canberra/1317342175911; https://www.allhomes.com.au/ah/act/rent-residential/26-liffey-circuit-kaleen-canberra/1317342175911","$490 per week","https://www.allhomes.com.au/ah/act/rent-residential/26-liffey-circuit-kaleen-canberra/1317342175911","House","https://www.allhomes.com.au/ah/act/rent-residential/26-liffey-circuit-kaleen-canberra/1317342175911","Paul Kerin","https://www.allhomes.com.au/ah/act/rent-residential/26-liffey-circuit-kaleen-canberra/1317342175911","EnVogue Property Management","https://www.allhomes.com.au/ah/act/rent-residential/26-liffey-circuit-kaleen-canberra/1317342175911","https://4f0e198ad9f12789980e-d482e751e11c143b4e2f89816a1e9f1e.ssl.cf4.rackcdn.com/ahda/agent/logo/ed3dbca476837cb7ea658359debde75e_agency_t.png","EnVogue Property Management","https://www.allhomes.com.au/ah/act/rent-residential/26-liffey-circuit-kaleen-canberra/1317342175911"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=3","https://1ee7eed204067779d81f-5b4dc7f82bc78fa75d878f267c3a1f3e.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/13/e06cb500622ea4f1ad840a6d4db1f333_m.jpg","6 Flegg Place Gordon ACT 2906","https://www.allhomes.com.au/ah/act/rent-residential/6-flegg-place-gordon-canberra/1317342804611","7","https://www.allhomes.com.au/ah/act/rent-residential/6-flegg-place-gordon-canberra/1317342804611","6 Flegg Place","https://www.allhomes.com.au/ah/act/rent-residential/6-flegg-place-gordon-canberra/1317342804611","Gordon, ACT 2906","https://www.allhomes.com.au/ah/act/rent-residential/6-flegg-place-gordon-canberra/1317342804611","Wed Feb 15, 4:45pm-5:00pm","https://www.allhomes.com.au/ah/act/rent-residential/6-flegg-place-gordon-canberra/1317342804611","","","3; 1","https://www.allhomes.com.au/ah/act/rent-residential/6-flegg-place-gordon-canberra/1317342804611; https://www.allhomes.com.au/ah/act/rent-residential/6-flegg-place-gordon-canberra/1317342804611","$430 per week","https://www.allhomes.com.au/ah/act/rent-residential/6-flegg-place-gordon-canberra/1317342804611","House","https://www.allhomes.com.au/ah/act/rent-residential/6-flegg-place-gordon-canberra/1317342804611","Scott Townsend","https://www.allhomes.com.au/ah/act/rent-residential/6-flegg-place-gordon-canberra/1317342804611","Luton Properties Tuggeranong","https://www.allhomes.com.au/ah/act/rent-residential/6-flegg-place-gordon-canberra/1317342804611","https://360ebdaeb8d2cae05afa-42560f072e42ffe294a54d376a3a1afb.ssl.cf4.rackcdn.com/ahda/agent/logo/76b5de50067d7c8bbbf34d8a21255bc5_agency_t.jpg","Luton Properties Tuggeranong","https://www.allhomes.com.au/ah/act/rent-residential/6-flegg-place-gordon-canberra/1317342804611"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=3","https://f24d4103471155a17e14-26f63f3ba1f522f7351b080077c818c0.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/13/33d12c9b8852f205e6999424939adfc1_m.jpg","66/100 Giles Street Kingston ACT 2604","https://www.allhomes.com.au/ah/act/rent-residential/66-100-giles-street-kingston-canberra/1317342838411","7","https://www.allhomes.com.au/ah/act/rent-residential/66-100-giles-street-kingston-canberra/1317342838411","66/100 Giles Street","https://www.allhomes.com.au/ah/act/rent-residential/66-100-giles-street-kingston-canberra/1317342838411","Kingston, ACT 2604","https://www.allhomes.com.au/ah/act/rent-residential/66-100-giles-street-kingston-canberra/1317342838411","","","","","2; 2; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/66-100-giles-street-kingston-canberra/1317342838411; https://www.allhomes.com.au/ah/act/rent-residential/66-100-giles-street-kingston-canberra/1317342838411; https://www.allhomes.com.au/ah/act/rent-residential/66-100-giles-street-kingston-canberra/1317342838411; https://www.allhomes.com.au/ah/act/rent-residential/66-100-giles-street-kingston-canberra/1317342838411","$530 per week","https://www.allhomes.com.au/ah/act/rent-residential/66-100-giles-street-kingston-canberra/1317342838411","House","https://www.allhomes.com.au/ah/act/rent-residential/66-100-giles-street-kingston-canberra/1317342838411","Jessica Campbell","https://www.allhomes.com.au/ah/act/rent-residential/66-100-giles-street-kingston-canberra/1317342838411","Maloney's Property","https://www.allhomes.com.au/ah/act/rent-residential/66-100-giles-street-kingston-canberra/1317342838411","https://ed841069b0385b0fd50d-06faeb7ab551d9e5a3ce05d4c84a4317.ssl.cf4.rackcdn.com/ahda/agent/logo/c0bc6f40eaeec637ccb31268301b2f1a_agency_t.png","Maloney's Property","https://www.allhomes.com.au/ah/act/rent-residential/66-100-giles-street-kingston-canberra/1317342838411"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=3","https://1b4c1d6aa9ebda4d50fd-eafd591da0419931a8fd683f0c781651.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/14/5d2c2607216316b53bd127b80e8a98ed_m.jpg","28 Parkin Street Torrens ACT 2607","https://www.allhomes.com.au/ah/act/rent-residential/28-parkin-street-torrens-canberra/1317342833711","7","https://www.allhomes.com.au/ah/act/rent-residential/28-parkin-street-torrens-canberra/1317342833711","28 Parkin Street","https://www.allhomes.com.au/ah/act/rent-residential/28-parkin-street-torrens-canberra/1317342833711","Torrens, ACT 2607","https://www.allhomes.com.au/ah/act/rent-residential/28-parkin-street-torrens-canberra/1317342833711","","","","","3; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/28-parkin-street-torrens-canberra/1317342833711; https://www.allhomes.com.au/ah/act/rent-residential/28-parkin-street-torrens-canberra/1317342833711; https://www.allhomes.com.au/ah/act/rent-residential/28-parkin-street-torrens-canberra/1317342833711","$430 per week","https://www.allhomes.com.au/ah/act/rent-residential/28-parkin-street-torrens-canberra/1317342833711","House","https://www.allhomes.com.au/ah/act/rent-residential/28-parkin-street-torrens-canberra/1317342833711","Leasing Team","https://www.allhomes.com.au/ah/act/rent-residential/28-parkin-street-torrens-canberra/1317342833711","Peter Blackshaw Real Estate Manuka","https://www.allhomes.com.au/ah/act/rent-residential/28-parkin-street-torrens-canberra/1317342833711","https://dc69337c02221660f024-debe333b4a474bff5c11cb645b5b84c9.ssl.cf4.rackcdn.com/ahda/agent/logo/e269a57e16da01bf33f76acd9dc62176_agency_t.gif","Peter Blackshaw Real Estate Manuka","https://www.allhomes.com.au/ah/act/rent-residential/28-parkin-street-torrens-canberra/1317342833711"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=3","https://dc69337c02221660f024-debe333b4a474bff5c11cb645b5b84c9.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/13/e256d3962fba6f6d839916a7cc454503_m.jpg","83 Greg Urwin Ciruit Casey ACT 2913","https://www.allhomes.com.au/ah/act/rent-residential/83-greg-urwin-ciruit-casey-canberra/1317342838311","13","https://www.allhomes.com.au/ah/act/rent-residential/83-greg-urwin-ciruit-casey-canberra/1317342838311","83 Greg Urwin Ciruit","https://www.allhomes.com.au/ah/act/rent-residential/83-greg-urwin-ciruit-casey-canberra/1317342838311","Casey, ACT 2913","https://www.allhomes.com.au/ah/act/rent-residential/83-greg-urwin-ciruit-casey-canberra/1317342838311","","","0.0","https://www.allhomes.com.au/ah/act/rent-residential/83-greg-urwin-ciruit-casey-canberra/1317342838311","4; 3; 2","https://www.allhomes.com.au/ah/act/rent-residential/83-greg-urwin-ciruit-casey-canberra/1317342838311; https://www.allhomes.com.au/ah/act/rent-residential/83-greg-urwin-ciruit-casey-canberra/1317342838311; https://www.allhomes.com.au/ah/act/rent-residential/83-greg-urwin-ciruit-casey-canberra/1317342838311","$580 per week","https://www.allhomes.com.au/ah/act/rent-residential/83-greg-urwin-ciruit-casey-canberra/1317342838311","Townhouse","https://www.allhomes.com.au/ah/act/rent-residential/83-greg-urwin-ciruit-casey-canberra/1317342838311","Leasing Consultant","https://www.allhomes.com.au/ah/act/rent-residential/83-greg-urwin-ciruit-casey-canberra/1317342838311","Ray White Belconnen","https://www.allhomes.com.au/ah/act/rent-residential/83-greg-urwin-ciruit-casey-canberra/1317342838311","https://0164b20b6106470929d6-4d58fa518f6d5fdd6c47eaba77f61ae2.ssl.cf4.rackcdn.com/ahda/agent/logo/13331bd94f00832511968ba5e51d70d7_agency_t.png","Ray White Belconnen","https://www.allhomes.com.au/ah/act/rent-residential/83-greg-urwin-ciruit-casey-canberra/1317342838311"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=3","https://2e2dacf8301fb436bb1c-2e4ba74125d8c5318edf2683065a2a9a.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/13/1b7a8f6c4e8543e4e105247eccc8a686_m.jpg","2/77 Macarthur Avenue O'Connor ACT 2602","https://www.allhomes.com.au/ah/act/rent-residential/2-77-macarthur-avenue-oconnor-canberra/1317341968111","8","https://www.allhomes.com.au/ah/act/rent-residential/2-77-macarthur-avenue-oconnor-canberra/1317341968111","2/77 Macarthur Avenue","https://www.allhomes.com.au/ah/act/rent-residential/2-77-macarthur-avenue-oconnor-canberra/1317341968111","O'Connor, ACT 2602","https://www.allhomes.com.au/ah/act/rent-residential/2-77-macarthur-avenue-oconnor-canberra/1317341968111","","","","","1; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/2-77-macarthur-avenue-oconnor-canberra/1317341968111; https://www.allhomes.com.au/ah/act/rent-residential/2-77-macarthur-avenue-oconnor-canberra/1317341968111; https://www.allhomes.com.au/ah/act/rent-residential/2-77-macarthur-avenue-oconnor-canberra/1317341968111","$450 per week","https://www.allhomes.com.au/ah/act/rent-residential/2-77-macarthur-avenue-oconnor-canberra/1317341968111","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/2-77-macarthur-avenue-oconnor-canberra/1317341968111","Rentals at DPM","https://www.allhomes.com.au/ah/act/rent-residential/2-77-macarthur-avenue-oconnor-canberra/1317341968111","Distinct Property Management","https://www.allhomes.com.au/ah/act/rent-residential/2-77-macarthur-avenue-oconnor-canberra/1317341968111","https://7536dde292bca09580fb-d682f4dee3dad6b24bd35b8da75b49b1.ssl.cf4.rackcdn.com/ahda/agent/logo/65c35bb94a77d2ea92bb90a8d50b41b2_agency_t.jpg","Distinct Property Management","https://www.allhomes.com.au/ah/act/rent-residential/2-77-macarthur-avenue-oconnor-canberra/1317341968111"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=3","https://b2204d8a33fcc175ef84-e32de380cc25210f94f5082110274f65.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/13/c8d4ef08f33444b96e4b5ff2fe285876_m.jpg","56/63 Giles Street Kingston ACT 2604","https://www.allhomes.com.au/ah/act/rent-residential/56-63-giles-street-kingston-canberra/1317342175811","10","https://www.allhomes.com.au/ah/act/rent-residential/56-63-giles-street-kingston-canberra/1317342175811","56/63 Giles Street","https://www.allhomes.com.au/ah/act/rent-residential/56-63-giles-street-kingston-canberra/1317342175811","Kingston, ACT 2604","https://www.allhomes.com.au/ah/act/rent-residential/56-63-giles-street-kingston-canberra/1317342175811","Wed Feb 15, 12:30pm-12:45pm","https://www.allhomes.com.au/ah/act/rent-residential/56-63-giles-street-kingston-canberra/1317342175811","","","1; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/56-63-giles-street-kingston-canberra/1317342175811; https://www.allhomes.com.au/ah/act/rent-residential/56-63-giles-street-kingston-canberra/1317342175811; https://www.allhomes.com.au/ah/act/rent-residential/56-63-giles-street-kingston-canberra/1317342175811","$435 per week","https://www.allhomes.com.au/ah/act/rent-residential/56-63-giles-street-kingston-canberra/1317342175811","Apartment","https://www.allhomes.com.au/ah/act/rent-residential/56-63-giles-street-kingston-canberra/1317342175811","Brie Purnell","https://www.allhomes.com.au/ah/act/rent-residential/56-63-giles-street-kingston-canberra/1317342175811","Purnell Citywide","https://www.allhomes.com.au/ah/act/rent-residential/56-63-giles-street-kingston-canberra/1317342175811","https://24370517ed2987800516-824ac9599b1dc2cbe343d45dcef2ee0a.ssl.cf4.rackcdn.com/ahda/agent/logo/de1f1a1063a4ac1e2ced9ac9797f8d5f_agency_t.gif","Purnell Citywide","https://www.allhomes.com.au/ah/act/rent-residential/56-63-giles-street-kingston-canberra/1317342175811"
"https://www.allhomes.com.au/ah/search/rent-residential/?page=3","https://998008f1259bbf773de3-730f3151c71289e95cb8fb81c8d26778.ssl.cf4.rackcdn.com/ahda/property/photo/2017/02/13/586547e42a91019762d1851ed2503209_m.jpg","24B Duigan Street Scullin ACT 2614","https://www.allhomes.com.au/ah/act/rent-residential/24b-duigan-street-scullin-canberra/1317342107611","8","https://www.allhomes.com.au/ah/act/rent-residential/24b-duigan-street-scullin-canberra/1317342107611","24B Duigan Street","https://www.allhomes.com.au/ah/act/rent-residential/24b-duigan-street-scullin-canberra/1317342107611","Scullin, ACT 2614","https://www.allhomes.com.au/ah/act/rent-residential/24b-duigan-street-scullin-canberra/1317342107611","","","","","1; 1; 1","https://www.allhomes.com.au/ah/act/rent-residential/24b-duigan-street-scullin-canberra/1317342107611; https://www.allhomes.com.au/ah/act/rent-residential/24b-duigan-street-scullin-canberra/1317342107611; https://www.allhomes.com.au/ah/act/rent-residential/24b-duigan-street-scullin-canberra/1317342107611","$250 per week","https://www.allhomes.com.au/ah/act/rent-residential/24b-duigan-street-scullin-canberra/1317342107611","House","https://www.allhomes.com.au/ah/act/rent-residential/24b-duigan-street-scullin-canberra/1317342107611","Christine Newell","https://www.allhomes.com.au/ah/act/rent-residential/24b-duigan-street-scullin-canberra/1317342107611","Total Property Management - Bright Partners","https://www.allhomes.com.au/ah/act/rent-residential/24b-duigan-street-scullin-canberra/1317342107611","https://982659c608fa5263d900-07dba43317502615cfdaad2863b4bbde.ssl.cf4.rackcdn.com/ahda/agent/logo/e1571356059c3c42f1d069f9326af2e1_agency_t.jpg","Total Property Management - Bright Partners","https://www.allhomes.com.au/ah/act/rent-residential/24b-duigan-street-scullin-canberra/1317342107611"
